post_code,percent_population_exposed,date,Brand
2800,48.52,1/19/2024,Brand X
2815,22.24,1/19/2024,Brand X
2830,22.3,1/19/2024,Brand X
2845,47.32,1/19/2024,Brand X
2860,21.82,1/19/2024,Brand X
2875,22.22,1/19/2024,Brand X
2890,21.37,1/19/2024,Brand X
2900,20.64,1/19/2024,Brand X
2902,42.14,1/19/2024,Brand X
2904,21.71,1/19/2024,Brand X
2905,33.29,1/19/2024,Brand X
2906,19.2,1/19/2024,Brand X
2908,51.1,1/19/2024,Brand X
2910,21.07,1/19/2024,Brand X
2912,19.12,1/19/2024,Brand X
2914,19.44,1/19/2024,Brand X
2916,20.37,1/19/2024,Brand X
2918,20.75,1/19/2024,Brand X
2920,21.29,1/19/2024,Brand X
2935,52.97,1/19/2024,Brand X
2950,20.16,1/19/2024,Brand X
2965,31.53,1/19/2024,Brand X
2980,41.01,1/19/2024,Brand X
2995,57.47,1/19/2024,Brand X
3000,21.8,1/19/2024,Brand X
3005,21.18,1/19/2024,Brand X
3010,48.54,1/19/2024,Brand X
3015,37.46,1/19/2024,Brand X
3020,22.48,1/19/2024,Brand X
3025,39.91,1/19/2024,Brand X
3030,20.22,1/19/2024,Brand X
3035,22.1,1/19/2024,Brand X
3040,22.2,1/19/2024,Brand X
3045,39.15,1/19/2024,Brand X
3050,19.74,1/19/2024,Brand X
3055,20.32,1/19/2024,Brand X
3060,22.41,1/19/2024,Brand X
3065,50.21,1/19/2024,Brand X
3070,20.76,1/19/2024,Brand X
3075,22.65,1/19/2024,Brand X
3080,21.25,1/19/2024,Brand X
3085,36.47,1/19/2024,Brand X
3090,20.43,1/19/2024,Brand X
3095,19.84,1/19/2024,Brand X
3100,36.79,1/19/2024,Brand X
3105,19.83,1/19/2024,Brand X
3110,21.94,1/19/2024,Brand X
3115,22.28,1/19/2024,Brand X
3120,42.22,1/19/2024,Brand X
3125,45.74,1/19/2024,Brand X
3130,22.35,1/19/2024,Brand X
3135,20.33,1/19/2024,Brand X
3140,21.6,1/19/2024,Brand X
3145,45.13,1/19/2024,Brand X
3150,35.38,1/19/2024,Brand X
3155,35.15,1/19/2024,Brand X
3160,49.05,1/19/2024,Brand X
3165,43.26,1/19/2024,Brand X
3170,49.73,1/19/2024,Brand X
3175,21.38,1/19/2024,Brand X
3180,38.23,1/19/2024,Brand X
3185,21.92,1/19/2024,Brand X
3190,19.21,1/19/2024,Brand X
3195,56.67,1/19/2024,Brand X
3200,20.25,1/19/2024,Brand X
3205,40.83,1/19/2024,Brand X
3210,39.26,1/19/2024,Brand X
3215,20.07,1/19/2024,Brand X
3220,22.34,1/19/2024,Brand X
3225,22.08,1/19/2024,Brand X
3230,21.73,1/19/2024,Brand X
3235,19.96,1/19/2024,Brand X
3240,49.55,1/19/2024,Brand X
3245,33.83,1/19/2024,Brand X
3250,20.67,1/19/2024,Brand X
3260,21.33,1/19/2024,Brand X
3270,51.96,1/19/2024,Brand X
3280,19.3,1/19/2024,Brand X
3290,21.55,1/19/2024,Brand X
3300,50.09,1/19/2024,Brand X
3310,36.73,1/19/2024,Brand X
3320,33.21,1/19/2024,Brand X
3330,20.6,1/19/2024,Brand X
3340,54.2,1/19/2024,Brand X
3350,19.35,1/19/2024,Brand X
3360,19.37,1/19/2024,Brand X
3370,21.79,1/19/2024,Brand X
3380,20.82,1/19/2024,Brand X
3390,22.14,1/19/2024,Brand X
3400,31.79,1/19/2024,Brand X
3410,20.79,1/19/2024,Brand X
3420,19.49,1/19/2024,Brand X
3430,43.29,1/19/2024,Brand X
3440,59.9,1/19/2024,Brand X
3450,46.86,1/19/2024,Brand X
3460,38.01,1/19/2024,Brand X
3470,19.17,1/19/2024,Brand X
3480,22.73,1/19/2024,Brand X
3490,19.55,1/19/2024,Brand X
3500,21.9,1/19/2024,Brand X
3515,20.66,1/19/2024,Brand X
3530,46.85,1/19/2024,Brand X
3545,33.24,1/19/2024,Brand X
3560,21.5,1/19/2024,Brand X
3575,59.27,1/19/2024,Brand X
3590,48,1/19/2024,Brand X
3605,21.75,1/19/2024,Brand X
3620,21.19,1/19/2024,Brand X
3635,19.32,1/19/2024,Brand X
3650,59.76,1/19/2024,Brand X
3665,45.24,1/19/2024,Brand X
3680,21.21,1/19/2024,Brand X
3695,22.37,1/19/2024,Brand X
3710,44.99,1/19/2024,Brand X
3725,22.35,1/19/2024,Brand X
3740,20.73,1/19/2024,Brand X
3755,41.45,1/19/2024,Brand X
3770,19.4,1/19/2024,Brand X
3785,22.59,1/19/2024,Brand X
3800,53.54,1/19/2024,Brand X
3815,51.02,1/19/2024,Brand X
3830,19.89,1/19/2024,Brand X
3845,37.39,1/19/2024,Brand X
3860,37.26,1/19/2024,Brand X
3875,22.63,1/19/2024,Brand X
3890,22.74,1/19/2024,Brand X
3905,40.33,1/19/2024,Brand X
3920,21.3,1/19/2024,Brand X
3935,22.47,1/19/2024,Brand X
3950,42.25,1/19/2024,Brand X
3965,19.61,1/19/2024,Brand X
3980,33.6,1/19/2024,Brand X
3995,21.98,1/19/2024,Brand X
4000,19.86,1/19/2024,Brand X
4005,53.25,1/19/2024,Brand X
4010,39,1/19/2024,Brand X
4015,62.27,1/19/2024,Brand X
4020,60.47,1/19/2024,Brand X
4025,19.53,1/19/2024,Brand X
4030,19.18,1/19/2024,Brand X
4035,20.24,1/19/2024,Brand X
4040,56.8,1/19/2024,Brand X
4045,22.91,1/19/2024,Brand X
4050,21.33,1/19/2024,Brand X
4055,38.33,1/19/2024,Brand X
4060,37.51,1/19/2024,Brand X
4065,19.97,1/19/2024,Brand X
4070,50.88,1/19/2024,Brand X
4075,22.75,1/19/2024,Brand X
4080,21.61,1/19/2024,Brand X
4085,39.93,1/19/2024,Brand X
4090,19.59,1/19/2024,Brand X
4095,21.97,1/19/2024,Brand X
4100,22.37,1/19/2024,Brand X
4105,22.66,1/19/2024,Brand X
4110,55.54,1/19/2024,Brand X
4115,44.82,1/19/2024,Brand X
4120,44.45,1/19/2024,Brand X
4125,21.5,1/19/2024,Brand X
4130,19.72,1/19/2024,Brand X
4135,21.55,1/19/2024,Brand X
4140,22.6,1/19/2024,Brand X
4145,19.72,1/19/2024,Brand X
4150,46.9,1/19/2024,Brand X
4155,40.16,1/19/2024,Brand X
4160,57.68,1/19/2024,Brand X
4165,43.72,1/19/2024,Brand X
4170,50.77,1/19/2024,Brand X
4175,21.08,1/19/2024,Brand X
4180,20.82,1/19/2024,Brand X
4185,19.81,1/19/2024,Brand X
4190,45.9,1/19/2024,Brand X
4195,22.44,1/19/2024,Brand X
4200,37.04,1/19/2024,Brand X
4210,36.23,1/19/2024,Brand X
4220,22.61,1/19/2024,Brand X
4230,50.14,1/19/2024,Brand X
4240,50.77,1/19/2024,Brand X
4250,49.86,1/19/2024,Brand X
4260,59.21,1/19/2024,Brand X
4270,59.38,1/19/2024,Brand X
4280,40.2,1/19/2024,Brand X
4290,19.29,1/19/2024,Brand X
4300,40.72,1/19/2024,Brand X
4310,20.91,1/19/2024,Brand X
4320,44.21,1/19/2024,Brand X
4330,35.61,1/19/2024,Brand X
4340,23,1/19/2024,Brand X
4350,20.98,1/19/2024,Brand X
4360,45.58,1/19/2024,Brand X
4370,22.93,1/19/2024,Brand X
4380,35.57,1/19/2024,Brand X
4390,21.75,1/19/2024,Brand X
4400,20.2,1/19/2024,Brand X
4410,20.21,1/19/2024,Brand X
4420,36.11,1/19/2024,Brand X
4430,19.4,1/19/2024,Brand X
4440,20.72,1/19/2024,Brand X
4450,39.88,1/19/2024,Brand X
4460,41.2,1/19/2024,Brand X
4470,21.89,1/19/2024,Brand X
4480,60.65,1/19/2024,Brand X
4490,19.33,1/19/2024,Brand X
4500,22.77,1/19/2024,Brand X
4515,21.08,1/19/2024,Brand X
4530,22.16,1/19/2024,Brand X
4545,20.96,1/19/2024,Brand X
4560,43.32,1/19/2024,Brand X
4575,50.11,1/19/2024,Brand X
4590,20.41,1/19/2024,Brand X
4605,19.04,1/19/2024,Brand X
4620,20.16,1/19/2024,Brand X
4635,41.07,1/19/2024,Brand X
4650,19.95,1/19/2024,Brand X
4665,34.62,1/19/2024,Brand X
4680,50.86,1/19/2024,Brand X
4695,22.66,1/19/2024,Brand X
4710,19.52,1/19/2024,Brand X
4725,20.31,1/19/2024,Brand X
4740,22.56,1/19/2024,Brand X
4755,59.05,1/19/2024,Brand X
4770,21.8,1/19/2024,Brand X
4785,57.27,1/19/2024,Brand X
4800,22.71,1/19/2024,Brand X
4820,22.46,1/19/2024,Brand X
4840,34.02,1/19/2024,Brand X
4860,52.86,1/19/2024,Brand X
4880,19.34,1/19/2024,Brand X
4900,21.59,1/19/2024,Brand X
4920,20.37,1/19/2024,Brand X
4940,19.5,1/19/2024,Brand X
4960,21.97,1/19/2024,Brand X
4980,21.39,1/19/2024,Brand X
5000,21.52,1/19/2024,Brand X
5005,20.6,1/19/2024,Brand X
5010,21.26,1/19/2024,Brand X
5015,20.11,1/19/2024,Brand X
5020,19.08,1/19/2024,Brand X
5025,48.38,1/19/2024,Brand X
5030,20.36,1/19/2024,Brand X
5035,22.79,1/19/2024,Brand X
5040,52.31,1/19/2024,Brand X
5045,19.41,1/19/2024,Brand X
5050,22.11,1/19/2024,Brand X
5055,39.33,1/19/2024,Brand X
5060,22.48,1/19/2024,Brand X
5065,21.88,1/19/2024,Brand X
5070,19.59,1/19/2024,Brand X
5075,20.54,1/19/2024,Brand X
5080,49.33,1/19/2024,Brand X
5085,20.85,1/19/2024,Brand X
5090,19.9,1/19/2024,Brand X
5095,54.01,1/19/2024,Brand X
5100,20.81,1/19/2024,Brand X
5105,43.31,1/19/2024,Brand X
5110,22.99,1/19/2024,Brand X
5115,33.89,1/19/2024,Brand X
5120,37.64,1/19/2024,Brand X
5125,19.04,1/19/2024,Brand X
5130,22.45,1/19/2024,Brand X
5135,22.5,1/19/2024,Brand X
5140,20.87,1/19/2024,Brand X
5145,20.9,1/19/2024,Brand X
5150,20.35,1/19/2024,Brand X
5155,19.3,1/19/2024,Brand X
5160,62.99,1/19/2024,Brand X
5165,46.31,1/19/2024,Brand X
5170,20.3,1/19/2024,Brand X
5175,22.8,1/19/2024,Brand X
5180,22.6,1/19/2024,Brand X
5185,44.01,1/19/2024,Brand X
5190,21.19,1/19/2024,Brand X
5195,22.34,1/19/2024,Brand X
5200,54.27,1/19/2024,Brand X
5215,22.8,1/19/2024,Brand X
5230,54.14,1/19/2024,Brand X
5245,36.3,1/19/2024,Brand X
5260,53.61,1/19/2024,Brand X
5275,33.15,1/19/2024,Brand X
5290,20.93,1/19/2024,Brand X
5305,20.81,1/19/2024,Brand X
5320,32.27,1/19/2024,Brand X
5335,48.68,1/19/2024,Brand X
5350,22.82,1/19/2024,Brand X
5365,19.17,1/19/2024,Brand X
5380,53.5,1/19/2024,Brand X
5395,21.87,1/19/2024,Brand X
5410,21.85,1/19/2024,Brand X
5425,61.78,1/19/2024,Brand X
5440,57.22,1/19/2024,Brand X
5455,21.67,1/19/2024,Brand X
5470,49.51,1/19/2024,Brand X
5485,58.45,1/19/2024,Brand X
5500,46.98,1/19/2024,Brand X
5515,42.38,1/19/2024,Brand X
5530,40.94,1/19/2024,Brand X
5545,21.91,1/19/2024,Brand X
5560,22,1/19/2024,Brand X
5575,19.91,1/19/2024,Brand X
5590,20.15,1/19/2024,Brand X
5605,20.76,1/19/2024,Brand X
5620,21.81,1/19/2024,Brand X
5635,19.23,1/19/2024,Brand X
5650,22.55,1/19/2024,Brand X
5665,20.99,1/19/2024,Brand X
5680,20.97,1/19/2024,Brand X
5695,20.43,1/19/2024,Brand X
5710,21.49,1/19/2024,Brand X
5725,37.72,1/19/2024,Brand X
5740,56.98,1/19/2024,Brand X
5755,20.91,1/19/2024,Brand X
5770,19.33,1/19/2024,Brand X
5785,19.18,1/19/2024,Brand X
5800,20.75,1/19/2024,Brand X
5820,21.08,1/19/2024,Brand X
5840,22.83,1/19/2024,Brand X
5860,19.18,1/19/2024,Brand X
5880,21.39,1/19/2024,Brand X
5900,20.65,1/19/2024,Brand X
5920,20.44,1/19/2024,Brand X
5940,20.68,1/19/2024,Brand X
5960,22.23,1/19/2024,Brand X
5980,21.93,1/19/2024,Brand X
6000,19.02,1/19/2024,Brand X
6005,61.15,1/19/2024,Brand X
6010,31.26,1/19/2024,Brand X
6015,21.69,1/19/2024,Brand X
6020,31.31,1/19/2024,Brand X
6025,19.48,1/19/2024,Brand X
6030,21.85,1/19/2024,Brand X
6035,19.01,1/19/2024,Brand X
6040,57.68,1/19/2024,Brand X
6045,44.58,1/19/2024,Brand X
6050,19.63,1/19/2024,Brand X
6055,21.87,1/19/2024,Brand X
6060,38.19,1/19/2024,Brand X
6065,21.58,1/19/2024,Brand X
6070,22.75,1/19/2024,Brand X
6075,20.31,1/19/2024,Brand X
6080,52.39,1/19/2024,Brand X
6085,56.27,1/19/2024,Brand X
6090,20.84,1/19/2024,Brand X
6095,40.33,1/19/2024,Brand X
6100,22.23,1/19/2024,Brand X
6105,47.19,1/19/2024,Brand X
6110,21.84,1/19/2024,Brand X
6115,59.49,1/19/2024,Brand X
6120,22.84,1/19/2024,Brand X
6125,38.89,1/19/2024,Brand X
6130,22.46,1/19/2024,Brand X
6135,19.11,1/19/2024,Brand X
6140,19.57,1/19/2024,Brand X
6145,22.32,1/19/2024,Brand X
6150,21.38,1/19/2024,Brand X
6155,54.32,1/19/2024,Brand X
6160,22.16,1/19/2024,Brand X
6165,46.83,1/19/2024,Brand X
6170,21.09,1/19/2024,Brand X
6175,22.01,1/19/2024,Brand X
6180,20.84,1/19/2024,Brand X
6185,35.07,1/19/2024,Brand X
6190,33.04,1/19/2024,Brand X
6195,61.14,1/19/2024,Brand X
6200,19.55,1/19/2024,Brand X
6215,37.4,1/19/2024,Brand X
6230,21.93,1/19/2024,Brand X
6245,29.46,1/19/2024,Brand X
6260,45.01,1/19/2024,Brand X
6275,33.47,1/19/2024,Brand X
6290,21.66,1/19/2024,Brand X
6305,19.71,1/19/2024,Brand X
6320,22.43,1/19/2024,Brand X
6335,52.95,1/19/2024,Brand X
6350,22.25,1/19/2024,Brand X
6365,54.1,1/19/2024,Brand X
6380,21.61,1/19/2024,Brand X
6395,19.05,1/19/2024,Brand X
6410,36.65,1/19/2024,Brand X
6425,22.55,1/19/2024,Brand X
6440,58.58,1/19/2024,Brand X
6455,50.68,1/19/2024,Brand X
6470,20.79,1/19/2024,Brand X
6485,20.84,1/19/2024,Brand X
6500,22.96,1/19/2024,Brand X
6520,19.02,1/19/2024,Brand X
6540,21.77,1/19/2024,Brand X
6560,22.32,1/19/2024,Brand X
6580,19.3,1/19/2024,Brand X
6600,20.64,1/19/2024,Brand X
6620,20.34,1/19/2024,Brand X
6640,59.11,1/19/2024,Brand X
6660,21.8,1/19/2024,Brand X
6680,22.05,1/19/2024,Brand X
6700,19.27,1/19/2024,Brand X
6720,20.23,1/19/2024,Brand X
6740,34.82,1/19/2024,Brand X
6760,21.9,1/19/2024,Brand X
6780,21.11,1/19/2024,Brand X
6800,55.14,1/19/2024,Brand X
6820,20.22,1/19/2024,Brand X
6840,20.1,1/19/2024,Brand X
6860,22.95,1/19/2024,Brand X
6880,19.12,1/19/2024,Brand X
6900,53.78,1/19/2024,Brand X
6920,22.36,1/19/2024,Brand X
6940,22.42,1/19/2024,Brand X
6960,22.78,1/19/2024,Brand X
6980,21.45,1/19/2024,Brand X
7000,22.04,1/19/2024,Brand X
7005,19.74,1/19/2024,Brand X
7010,21.08,1/19/2024,Brand X
7015,19.71,1/19/2024,Brand X
7020,20.11,1/19/2024,Brand X
7025,22.36,1/19/2024,Brand X
7030,20.76,1/19/2024,Brand X
7035,22.77,1/19/2024,Brand X
7040,49.31,1/19/2024,Brand X
7045,20.07,1/19/2024,Brand X
7050,22.05,1/19/2024,Brand X
7055,29.2,1/19/2024,Brand X
7060,22.33,1/19/2024,Brand X
7065,20.68,1/19/2024,Brand X
7070,21.45,1/19/2024,Brand X
7075,21.96,1/19/2024,Brand X
7080,52.93,1/19/2024,Brand X
7085,39.71,1/19/2024,Brand X
7090,59.04,1/19/2024,Brand X
7095,54.59,1/19/2024,Brand X
7100,22.36,1/19/2024,Brand X
7110,41.62,1/19/2024,Brand X
7120,43.45,1/19/2024,Brand X
7130,19.22,1/19/2024,Brand X
7140,21.88,1/19/2024,Brand X
7150,19.5,1/19/2024,Brand X
7160,36.29,1/19/2024,Brand X
7170,22.06,1/19/2024,Brand X
7180,20.25,1/19/2024,Brand X
7190,53.78,1/19/2024,Brand X
7200,22.91,1/19/2024,Brand X
7210,46.56,1/19/2024,Brand X
7220,19.39,1/19/2024,Brand X
7230,20.35,1/19/2024,Brand X
7240,43.97,1/19/2024,Brand X
7250,21.65,1/19/2024,Brand X
7260,20.24,1/19/2024,Brand X
7270,19.08,1/19/2024,Brand X
7280,20.04,1/19/2024,Brand X
7290,39.93,1/19/2024,Brand X
7300,40.18,1/19/2024,Brand X
7315,47.73,1/19/2024,Brand X
7330,56.79,1/19/2024,Brand X
7345,20.39,1/19/2024,Brand X
7360,40.73,1/19/2024,Brand X
7375,35.39,1/19/2024,Brand X
7390,51.68,1/19/2024,Brand X
7405,20.37,1/19/2024,Brand X
7420,21.59,1/19/2024,Brand X
7435,21.53,1/19/2024,Brand X
7450,36.43,1/19/2024,Brand X
7465,21.17,1/19/2024,Brand X
7480,36.23,1/19/2024,Brand X
7495,21.94,1/19/2024,Brand X
7510,22.39,1/19/2024,Brand X
7525,19.33,1/19/2024,Brand X
7540,34.4,1/19/2024,Brand X
7555,20.12,1/19/2024,Brand X
7570,20.19,1/19/2024,Brand X
7585,21.28,1/19/2024,Brand X
7600,21.87,1/19/2024,Brand X
7615,32.88,1/19/2024,Brand X
7630,38.21,1/19/2024,Brand X
7645,19.66,1/19/2024,Brand X
7660,19.58,1/19/2024,Brand X
7675,22.46,1/19/2024,Brand X
7690,21.94,1/19/2024,Brand X
7705,51.15,1/19/2024,Brand X
7720,32.43,1/19/2024,Brand X
7735,20.34,1/19/2024,Brand X
7750,20.46,1/19/2024,Brand X
7765,20.53,1/19/2024,Brand X
7780,44.99,1/19/2024,Brand X
7795,20.54,1/19/2024,Brand X
7810,31.13,1/19/2024,Brand X
7825,41.35,1/19/2024,Brand X
7840,21.31,1/19/2024,Brand X
7855,21.98,1/19/2024,Brand X
7870,19.66,1/19/2024,Brand X
7885,41.32,1/19/2024,Brand X
7900,57.64,1/19/2024,Brand X
7915,19.82,1/19/2024,Brand X
7930,35.49,1/19/2024,Brand X
7945,47,1/19/2024,Brand X
7960,19.2,1/19/2024,Brand X
7975,21.37,1/19/2024,Brand X
7990,20.1,1/19/2024,Brand X
800,54.34,1/20/2024,Brand X
805,23.83,1/20/2024,Brand X
810,58.24,1/20/2024,Brand X
815,20.53,1/20/2024,Brand X
820,24.29,1/20/2024,Brand X
825,20.57,1/20/2024,Brand X
830,46.19,1/20/2024,Brand X
835,52.95,1/20/2024,Brand X
840,21.76,1/20/2024,Brand X
845,52.92,1/20/2024,Brand X
850,61.56,1/20/2024,Brand X
855,48.33,1/20/2024,Brand X
860,22.91,1/20/2024,Brand X
865,22.75,1/20/2024,Brand X
870,22.19,1/20/2024,Brand X
875,41.95,1/20/2024,Brand X
880,22.6,1/20/2024,Brand X
885,23.98,1/20/2024,Brand X
890,41.38,1/20/2024,Brand X
895,21.43,1/20/2024,Brand X
900,22.56,1/20/2024,Brand X
915,24.47,1/20/2024,Brand X
930,64.25,1/20/2024,Brand X
945,62.17,1/20/2024,Brand X
960,35.3,1/20/2024,Brand X
975,21.42,1/20/2024,Brand X
990,20.84,1/20/2024,Brand X
2000,23.12,1/20/2024,Brand X
2005,39.91,1/20/2024,Brand X
2010,32.57,1/20/2024,Brand X
2015,41.98,1/20/2024,Brand X
2020,49.9,1/20/2024,Brand X
2025,24.42,1/20/2024,Brand X
2030,42.08,1/20/2024,Brand X
2035,21.66,1/20/2024,Brand X
2040,22.07,1/20/2024,Brand X
2045,21.93,1/20/2024,Brand X
2050,24.35,1/20/2024,Brand X
2055,24.4,1/20/2024,Brand X
2060,45.27,1/20/2024,Brand X
2065,22.5,1/20/2024,Brand X
2070,59.5,1/20/2024,Brand X
2075,58.34,1/20/2024,Brand X
2080,44.54,1/20/2024,Brand X
2085,50.75,1/20/2024,Brand X
2090,20.97,1/20/2024,Brand X
2095,21.63,1/20/2024,Brand X
2100,23.17,1/20/2024,Brand X
2105,23.19,1/20/2024,Brand X
2110,63.2,1/20/2024,Brand X
2115,23.72,1/20/2024,Brand X
2120,23.48,1/20/2024,Brand X
2125,20.96,1/20/2024,Brand X
2130,23.84,1/20/2024,Brand X
2135,39.91,1/20/2024,Brand X
2140,43.46,1/20/2024,Brand X
2145,34.65,1/20/2024,Brand X
2150,20.5,1/20/2024,Brand X
2155,23.11,1/20/2024,Brand X
2160,21.06,1/20/2024,Brand X
2165,42.26,1/20/2024,Brand X
2170,35.48,1/20/2024,Brand X
2175,24.39,1/20/2024,Brand X
2180,45.27,1/20/2024,Brand X
2185,22.73,1/20/2024,Brand X
2190,32.19,1/20/2024,Brand X
2195,43.82,1/20/2024,Brand X
2200,21.22,1/20/2024,Brand X
2205,52.6,1/20/2024,Brand X
2210,42.07,1/20/2024,Brand X
2215,45.31,1/20/2024,Brand X
2220,21.57,1/20/2024,Brand X
2225,47.92,1/20/2024,Brand X
2230,49.42,1/20/2024,Brand X
2235,23.65,1/20/2024,Brand X
2240,54.72,1/20/2024,Brand X
2245,54.88,1/20/2024,Brand X
2250,34.87,1/20/2024,Brand X
2255,32.59,1/20/2024,Brand X
2260,41.27,1/20/2024,Brand X
2265,20.98,1/20/2024,Brand X
2270,61.54,1/20/2024,Brand X
2275,37.02,1/20/2024,Brand X
2280,40.17,1/20/2024,Brand X
2285,61.49,1/20/2024,Brand X
2290,22.72,1/20/2024,Brand X
2295,47.27,1/20/2024,Brand X
2300,21,1/20/2024,Brand X
2310,47.78,1/20/2024,Brand X
2320,41.03,1/20/2024,Brand X
2330,45.1,1/20/2024,Brand X
2340,23.3,1/20/2024,Brand X
2350,36.44,1/20/2024,Brand X
2360,57.93,1/20/2024,Brand X
2370,22.49,1/20/2024,Brand X
2380,20.55,1/20/2024,Brand X
2390,21.69,1/20/2024,Brand X
2400,21.77,1/20/2024,Brand X
2410,21.26,1/20/2024,Brand X
2420,22.74,1/20/2024,Brand X
2430,22.79,1/20/2024,Brand X
2440,35.88,1/20/2024,Brand X
2450,21.59,1/20/2024,Brand X
2460,21.82,1/20/2024,Brand X
2470,57.37,1/20/2024,Brand X
2480,22.42,1/20/2024,Brand X
2490,21.22,1/20/2024,Brand X
2500,22.14,1/20/2024,Brand X
2510,59.57,1/20/2024,Brand X
2520,46.58,1/20/2024,Brand X
2530,36.55,1/20/2024,Brand X
2540,22.58,1/20/2024,Brand X
2550,23.94,1/20/2024,Brand X
2560,21.09,1/20/2024,Brand X
2570,40.57,1/20/2024,Brand X
2580,20.98,1/20/2024,Brand X
2590,49.33,1/20/2024,Brand X
2600,58.2,1/20/2024,Brand X
2601,29.54,1/20/2024,Brand X
2602,23.95,1/20/2024,Brand X
2603,22.72,1/20/2024,Brand X
2604,24.07,1/20/2024,Brand X
2605,21.46,1/20/2024,Brand X
2606,24.29,1/20/2024,Brand X
2607,23.46,1/20/2024,Brand X
2608,22.67,1/20/2024,Brand X
2609,21.48,1/20/2024,Brand X
2610,23.45,1/20/2024,Brand X
2611,24.03,1/20/2024,Brand X
2612,22.58,1/20/2024,Brand X
2613,23.31,1/20/2024,Brand X
2614,61.01,1/20/2024,Brand X
2615,52.02,1/20/2024,Brand X
2616,40,1/20/2024,Brand X
2617,21.46,1/20/2024,Brand X
2618,48.17,1/20/2024,Brand X
2619,21.06,1/20/2024,Brand X
2620,48.51,1/20/2024,Brand X
2630,24.11,1/20/2024,Brand X
2640,23.87,1/20/2024,Brand X
2650,34.77,1/20/2024,Brand X
2660,20.77,1/20/2024,Brand X
2670,20.62,1/20/2024,Brand X
2680,21.57,1/20/2024,Brand X
2690,35.38,1/20/2024,Brand X
2700,29.75,1/20/2024,Brand X
2710,22.38,1/20/2024,Brand X
2720,24.12,1/20/2024,Brand X
2730,49.72,1/20/2024,Brand X
2740,21.67,1/20/2024,Brand X
2750,21.31,1/20/2024,Brand X
2760,20.91,1/20/2024,Brand X
2770,21.97,1/20/2024,Brand X
2780,35.02,1/20/2024,Brand X
2790,23.72,1/20/2024,Brand X
2800,54.04,1/20/2024,Brand X
2815,22.16,1/20/2024,Brand X
2830,21.52,1/20/2024,Brand X
2845,46.47,1/20/2024,Brand X
2860,23.99,1/20/2024,Brand X
2875,21.78,1/20/2024,Brand X
2890,21.43,1/20/2024,Brand X
2900,22.13,1/20/2024,Brand X
2902,44.72,1/20/2024,Brand X
2904,20.87,1/20/2024,Brand X
2905,42.29,1/20/2024,Brand X
2906,21.6,1/20/2024,Brand X
2908,56.56,1/20/2024,Brand X
2910,20.55,1/20/2024,Brand X
2912,23.43,1/20/2024,Brand X
2914,23.75,1/20/2024,Brand X
2916,23.09,1/20/2024,Brand X
2918,20.66,1/20/2024,Brand X
2920,20.95,1/20/2024,Brand X
2935,46.26,1/20/2024,Brand X
2950,21.88,1/20/2024,Brand X
2965,53.33,1/20/2024,Brand X
2980,52.51,1/20/2024,Brand X
2995,57.5,1/20/2024,Brand X
3000,22.36,1/20/2024,Brand X
3005,20.54,1/20/2024,Brand X
3010,50.69,1/20/2024,Brand X
3015,60.66,1/20/2024,Brand X
3020,23.52,1/20/2024,Brand X
3025,56.48,1/20/2024,Brand X
3030,23.69,1/20/2024,Brand X
3035,24.41,1/20/2024,Brand X
3040,21.54,1/20/2024,Brand X
3045,40.91,1/20/2024,Brand X
3050,21.61,1/20/2024,Brand X
3055,22.53,1/20/2024,Brand X
3060,23.1,1/20/2024,Brand X
3065,35.82,1/20/2024,Brand X
3070,20.52,1/20/2024,Brand X
3075,22.86,1/20/2024,Brand X
3080,22.87,1/20/2024,Brand X
3085,41.43,1/20/2024,Brand X
3090,21.99,1/20/2024,Brand X
3095,22.96,1/20/2024,Brand X
3100,46.38,1/20/2024,Brand X
3105,23.83,1/20/2024,Brand X
3110,20.78,1/20/2024,Brand X
3115,23.18,1/20/2024,Brand X
3120,54.04,1/20/2024,Brand X
3125,31.44,1/20/2024,Brand X
3130,20.73,1/20/2024,Brand X
3135,21.37,1/20/2024,Brand X
3140,22.41,1/20/2024,Brand X
3145,54.61,1/20/2024,Brand X
3150,49.11,1/20/2024,Brand X
3155,55.02,1/20/2024,Brand X
3160,55.94,1/20/2024,Brand X
3165,38.26,1/20/2024,Brand X
3170,58.04,1/20/2024,Brand X
3175,21.51,1/20/2024,Brand X
3180,63.45,1/20/2024,Brand X
3185,22.62,1/20/2024,Brand X
3190,22.03,1/20/2024,Brand X
3195,53.3,1/20/2024,Brand X
3200,24.32,1/20/2024,Brand X
3205,34.66,1/20/2024,Brand X
3210,59.23,1/20/2024,Brand X
3215,20.8,1/20/2024,Brand X
3220,22.86,1/20/2024,Brand X
3225,22.57,1/20/2024,Brand X
3230,21.27,1/20/2024,Brand X
3235,20.81,1/20/2024,Brand X
3240,58.59,1/20/2024,Brand X
3245,33.39,1/20/2024,Brand X
3250,23.96,1/20/2024,Brand X
3260,23.8,1/20/2024,Brand X
3270,51.99,1/20/2024,Brand X
3280,21.15,1/20/2024,Brand X
3290,21.71,1/20/2024,Brand X
3300,40.96,1/20/2024,Brand X
3310,55.25,1/20/2024,Brand X
3320,35.09,1/20/2024,Brand X
3330,24.26,1/20/2024,Brand X
3340,47.73,1/20/2024,Brand X
3350,24.49,1/20/2024,Brand X
3360,23.82,1/20/2024,Brand X
3370,23.94,1/20/2024,Brand X
3380,22.55,1/20/2024,Brand X
